mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
Intro to Human Computer Interaction,User Research & Behavioral Mapping,User Research & Analysis,"Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00",2,1,Senior IT Student,"Intro to Human Computer Interaction, IT Fundamentals","Prototyping & UI Tooling, High-Fidelity Design & Documentation, Command Line & Web Infra, Web Styling","Figma UI Design, Design System & Components, High-Fidelity Prototyping, Design Systems Documentation, HTTP Request Methods, Responsive Layouts","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00",4,2,4,4,0.2836
Intro to Human Computer Interaction,Prototyping & UI Tooling,Design System & Components,"Fri|18:00-20:00, Sat|09:00-11:00, Mon|09:00-11:00",5,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals","HCI Principles & Guidelines, Interaction Design & Cognitive Models, Client-Side Scripting","HCI Principles & Paradigms, Guideline Categories of HCI, Human Information Processing, Interaction Design Frameworks, Event Listeners","Wed|13:00-15:00, Thu|15:00-17:00, Tue|10:00-12:00",7,7,5,4,0.2552
"Introduction to Computing, Intro to Human Computer Interaction","Digital Logic & Data Representation, Interaction Design & Cognitive Models, Prototyping & UI Tooling","Data Encoding (ASCII/Unicode), Boolean Logic Gates, Human Information Processing, Design System & Components","Thu|15:00-17:00, Mon|09:00-11:00, Sat|09:00-11:00, Fri|18:00-20:00",5,1,Instructor,"Introduction to Computing, IT Fundamentals","Computer Networks Basics, Web Styling, Client-Side Scripting, Web Markup","Network Topologies, Flexbox & Grid, Responsive Layouts, DOM Manipulation, HTML5 Semantic Elements","Mon|09:00-11:00, Thu|15:00-17:00",13,11,3,4,0.2278
Intro to Human Computer Interaction,Interaction Design & Cognitive Models,"Human Information Processing, Interaction Design Frameworks","Sat|09:00-11:00, Tue|10:00-12:00",3,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","Client-Side Scripting, HCI Principles & Guidelines, High-Fidelity Design & Documentation, Prototyping & UI Tooling","JavaScript Syntax, System Prototype Proposal, HCI Principles & Paradigms, High-Fidelity Prototyping, Figma UI Design, Wireframe Sketching","Tue|10:00-12:00, Thu|15:00-17:00, Mon|09:00-11:00",4,3,4,4,0.3121
Intro to Human Computer Interaction,Prototyping & UI Tooling,Wireframe Sketching,"Thu|15:00-17:00, Sat|09:00-11:00, Wed|13:00-15:00, Fri|18:00-20:00",4,1,Senior IT Student,"Intro to Human Computer Interaction, Computer Programming","High-Fidelity Design & Documentation, HCI Principles & Guidelines, Prototyping & UI Tooling, Control Structures, Modular Programming, Debugging & Execution","Design Systems Documentation, High-Fidelity Prototyping, HCI Principles & Paradigms, Wireframe Sketching, Design System & Components, Loop Control","Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",2,0,5,3,0.3799
IT Fundamentals,"Command Line & Web Infra, Web Markup","Domain Name System (DNS), Forms & Inputs, Media & Tables","Fri|18:00-20:00, Thu|15:00-17:00, Tue|10:00-12:00",3,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","High-Fidelity Design & Documentation, User Research & Behavioral Mapping, HCI Principles & Guidelines, Computer Networks Basics, Digital Logic & Data Representation, History & Hardware Evolution","Design Systems Documentation, Customer Journey Mapping, User Flow Diagrams, Guideline Categories of HCI, HCI Principles & Paradigms, OSI Model Layers","Fri|18:00-20:00, Wed|13:00-15:00",10,4,4,4,0.1243
"IT Fundamentals, Computer Programming","Web Markup, Data Structures, Debugging & Execution","Forms & Inputs, Array Creation, Console Debugging Techniques","Wed|13:00-15:00, Tue|10:00-12:00, Sat|09:00-11:00",2,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Modular Programming, Control Structures, Debugging & Execution, Prototyping & UI Tooling, High-Fidelity Design & Documentation, Interaction Design & Cognitive Models","Parameters & Return Values, Function Definitions, Loop Control, Console Debugging Techniques, Syntax Errors, Wireframe Sketching","Mon|09:00-11:00, Wed|13:00-15:00, Thu|15:00-17:00",3,3,4,4,0.266
"Computer Programming, IT Fundamentals","Debugging & Execution, Control Structures, Web Markup, Web Styling, Client-Side Scripting","Logic Troubleshooting, Iteration Patterns, Forms & Inputs, CSS Selectors, Event Listeners, JavaScript Syntax","Thu|15:00-17:00, Mon|09:00-11:00",4,1,Senior IT Student,"Computer Programming, IT Fundamentals","Modular Programming, Data Structures, Control Structures, Web Markup","Parameters & Return Values, Variable Scope & Lifetime, Array Creation, 1D/2D Manipulation, Loop Control, HTML5 Semantic Elements","Mon|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",1,0,4,3,0.6137
"Introduction to Computing, IT Fundamentals","Operating Systems & Architecture, Client-Side Scripting","OS Fundamentals, DOM Manipulation","Sat|09:00-11:00, Fri|18:00-20:00, Thu|15:00-17:00",3,1,Instructor,"Introduction to Computing, Intro to Human Computer Interaction","Digital Logic & Data Representation, Operating Systems & Architecture, Interaction Design & Cognitive Models, Prototyping & UI Tooling, User Research & Behavioral Mapping","Data Encoding (ASCII/Unicode), Boolean Logic Gates, File Systems & Permissions, Human Information Processing, Interaction Design Frameworks, Wireframe Sketching","Wed|13:00-15:00, Sat|09:00-11:00",8,6,3,4,0.3051
Computer Programming,"Control Structures, Debugging & Execution, Data Structures","Loop Control, Console Debugging Techniques, Basic Sorting Algorithms","Tue|10:00-12:00, Thu|15:00-17:00, Mon|09:00-11:00",3,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","Web Styling, Client-Side Scripting, Prototyping & UI Tooling, Interaction Design & Cognitive Models","Box Model, DOM Manipulation, Wireframe Sketching, Design System & Components, Human Information Processing, Interaction Design Frameworks","Tue|10:00-12:00, Thu|15:00-17:00",12,12,5,4,0.1567
Computer Programming,Debugging & Execution,Logic Troubleshooting,"Thu|15:00-17:00, Fri|18:00-20:00",4,1,Senior IT Student,"Computer Programming, IT Fundamentals","Data Structures, Control Structures, Client-Side Scripting, Web Markup","Basic Sorting Algorithms, Linear/Binary Searching, Loop Control, Conditional Logic, Event Listeners, Media & Tables","Tue|10:00-12:00, Wed|13:00-15:00, Sat|09:00-11:00",3,3,4,3,0.2591
Introduction to Computing,"Digital Logic & Data Representation, History & Hardware Evolution, Operating Systems & Architecture","Binary/Octal/Hex Conversions, Memory & Storage Types, OS Fundamentals, File Systems & Permissions","Mon|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00, Fri|18:00-20:00",5,1,Instructor,"Introduction to Computing, Computer Programming","Operating Systems & Architecture, Digital Logic & Data Representation, History & Hardware Evolution, Data Structures","OS Fundamentals, Data Encoding (ASCII/Unicode), Boolean Logic Gates, Memory & Storage Types, Computing Generations, Linear/Binary Searching","Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",5,3,4,4,0.5683
"Computer Programming, Introduction to Computing","Debugging & Execution, Data Structures, Modular Programming, Computer Networks Basics, Operating Systems & Architecture","Syntax Errors, Array Creation, Basic Sorting Algorithms, Variable Scope & Lifetime, OSI Model Layers, Process Management","Mon|09:00-11:00, Sat|09:00-11:00",4,1,Senior IT Student,Computer Programming,Control Structures,Conditional Logic,"Wed|13:00-15:00, Thu|15:00-17:00, Fri|18:00-20:00, Sat|09:00-11:00",4,2,4,4,0.3196
IT Fundamentals,"Client-Side Scripting, Command Line & Web Infra","JavaScript Syntax, DOM Manipulation, CLI Navigation","Tue|10:00-12:00, Sat|09:00-11:00, Wed|13:00-15:00",4,1,Instructor,"IT Fundamentals, Introduction to Computing","Web Markup, Command Line & Web Infra, Web Styling, Computer Networks Basics, Digital Logic & Data Representation","Forms & Inputs, HTTP Request Methods, CLI Navigation, Flexbox & Grid, Box Model, Network Topologies","Wed|13:00-15:00, Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00",12,10,4,4,0.4201
"IT Fundamentals, Introduction to Computing","Command Line & Web Infra, Digital Logic & Data Representation, Operating Systems & Architecture, Computer Networks Basics","Domain Name System (DNS), Boolean Logic Gates, Process Management, OS Fundamentals, Network Topologies, OSI Model Layers","Tue|10:00-12:00, Wed|13:00-15:00",4,1,Instructor,"Intro to Human Computer Interaction, Computer Programming","HCI Principles & Guidelines, High-Fidelity Design & Documentation, Interaction Design & Cognitive Models, Control Structures, Data Structures","Guideline Categories of HCI, High-Fidelity Prototyping, Design Systems Documentation, Interaction Design Frameworks, Human Information Processing, Loop Control","Sat|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00, Tue|10:00-12:00",8,3,5,4,0.1562
IT Fundamentals,"Client-Side Scripting, Web Markup","Event Listeners, DOM Manipulation, Media & Tables","Wed|13:00-15:00, Tue|10:00-12:00",4,1,Senior IT Student,IT Fundamentals,"Command Line & Web Infra, Client-Side Scripting, Web Markup","Domain Name System (DNS), CLI Navigation, Event Listeners, Media & Tables, Forms & Inputs","Sat|09:00-11:00, Wed|13:00-15:00, Thu|15:00-17:00, Tue|10:00-12:00",4,3,4,4,0.7818
Intro to Human Computer Interaction,Interaction Design & Cognitive Models,"Interaction Design Frameworks, Human Information Processing","Fri|18:00-20:00, Sat|09:00-11:00",4,1,Senior IT Student,"Intro to Human Computer Interaction, Computer Programming","HCI Principles & Guidelines, Prototyping & UI Tooling, User Research & Behavioral Mapping, Control Structures, Data Structures, Modular Programming","HCI Principles & Paradigms, System Prototype Proposal, Figma UI Design, Customer Journey Mapping, Loop Control, Iteration Patterns","Fri|18:00-20:00, Sat|09:00-11:00",4,1,4,3,0.3473
IT Fundamentals,"Client-Side Scripting, Command Line & Web Infra, Web Markup","Event Listeners, JavaScript Syntax, CLI Navigation, HTML5 Semantic Elements","Mon|09:00-11:00, Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00",3,1,Senior IT Student,"Intro to Human Computer Interaction, Introduction to Computing","User Research & Behavioral Mapping, Operating Systems & Architecture","Customer Journey Mapping, User Research & Analysis, File Systems & Permissions, OS Fundamentals","Sat|09:00-11:00, Tue|10:00-12:00",1,0,3,4,0.1118
Intro to Human Computer Interaction,"User Research & Behavioral Mapping, High-Fidelity Design & Documentation","User Flow Diagrams, Design Systems Documentation, High-Fidelity Prototyping","Thu|15:00-17:00, Mon|09:00-11:00, Sat|09:00-11:00",4,1,Senior IT Student,"Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, HCI Principles & Guidelines, User Research & Behavioral Mapping, Computer Networks Basics, Digital Logic & Data Representation, History & Hardware Evolution","Wireframe Sketching, Figma UI Design, Guideline Categories of HCI, Customer Journey Mapping, OSI Model Layers, Boolean Logic Gates","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00",3,3,4,4,0.386
IT Fundamentals,"Client-Side Scripting, Web Styling, Web Markup","DOM Manipulation, Event Listeners, Flexbox & Grid, Media & Tables","Fri|18:00-20:00, Sat|09:00-11:00, Wed|13:00-15:00",4,1,Instructor,"IT Fundamentals, Introduction to Computing","Web Styling, Web Markup, Client-Side Scripting, Computer Networks Basics","Responsive Layouts, Forms & Inputs, HTML5 Semantic Elements, JavaScript Syntax, Network Topologies, Client-Server Architecture","Wed|13:00-15:00, Mon|09:00-11:00, Fri|18:00-20:00, Sat|09:00-11:00",10,7,3,4,0.5543
Computer Programming,"Control Structures, Modular Programming","Conditional Logic, Loop Control, Function Definitions","Thu|15:00-17:00, Sat|09:00-11:00, Wed|13:00-15:00",3,1,Senior IT Student,"Introduction to Computing, IT Fundamentals","History & Hardware Evolution, Web Markup","Computing Generations, Forms & Inputs, HTML5 Semantic Elements","Fri|18:00-20:00, Thu|15:00-17:00",4,1,3,4,0.1334
"Computer Programming, Introduction to Computing","Debugging & Execution, Modular Programming, History & Hardware Evolution, Computer Networks Basics","Syntax Errors, Console Debugging Techniques, Variable Scope & Lifetime, Computing Generations, Memory & Storage Types, Network Topologies","Wed|13:00-15:00, Sat|09:00-11:00",4,1,Senior IT Student,"Computer Programming, Introduction to Computing","Data Structures, History & Hardware Evolution","Basic Sorting Algorithms, Linear/Binary Searching, Processor Architecture, Computing Generations","Sat|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",3,0,5,3,0.5786
"Introduction to Computing, Intro to Human Computer Interaction","History & Hardware Evolution, Operating Systems & Architecture, High-Fidelity Design & Documentation, HCI Principles & Guidelines, User Research & Behavioral Mapping","Processor Architecture, Process Management, High-Fidelity Prototyping, Design Systems Documentation, HCI Principles & Paradigms, Customer Journey Mapping","Tue|10:00-12:00, Wed|13:00-15:00, Thu|15:00-17:00, Sat|09:00-11:00",3,1,Instructor,"Introduction to Computing, Intro to Human Computer Interaction","History & Hardware Evolution, Prototyping & UI Tooling, HCI Principles & Guidelines, User Research & Behavioral Mapping","Memory & Storage Types, Wireframe Sketching, Figma UI Design, System Prototype Proposal, HCI Principles & Paradigms, User Flow Diagrams","Fri|18:00-20:00, Tue|10:00-12:00, Wed|13:00-15:00",4,4,5,4,0.6375
"IT Fundamentals, Introduction to Computing","Command Line & Web Infra, Web Markup, Digital Logic & Data Representation","CLI Navigation, Media & Tables, Data Encoding (ASCII/Unicode), Binary/Octal/Hex Conversions","Sat|09:00-11:00, Tue|10:00-12:00",2,1,Senior IT Student,"IT Fundamentals, Introduction to Computing","Client-Side Scripting, Command Line & Web Infra, Computer Networks Basics, Operating Systems & Architecture","DOM Manipulation, HTTP Request Methods, Client-Server Architecture, OS Fundamentals","Sat|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00, Thu|15:00-17:00",2,1,5,4,0.5627
"IT Fundamentals, Intro to Human Computer Interaction","Client-Side Scripting, User Research & Behavioral Mapping","Event Listeners, JavaScript Syntax, User Flow Diagrams, Customer Journey Mapping","Mon|09:00-11:00, Tue|10:00-12:00, Fri|18:00-20:00",4,1,Instructor,"Introduction to Computing, Computer Programming","Digital Logic & Data Representation, History & Hardware Evolution, Operating Systems & Architecture, Debugging & Execution, Data Structures","Data Encoding (ASCII/Unicode), Boolean Logic Gates, Computing Generations, OS Fundamentals, Process Management, Syntax Errors","Mon|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00",12,8,5,4,0.1519
Computer Programming,"Data Structures, Modular Programming","Array Creation, Linear/Binary Searching, Function Definitions, Parameters & Return Values","Fri|18:00-20:00, Wed|13:00-15:00",3,1,Instructor,"Computer Programming, IT Fundamentals","Debugging & Execution, Data Structures, Control Structures, Command Line & Web Infra","Console Debugging Techniques, Linear/Binary Searching, Basic Sorting Algorithms, Conditional Logic, Iteration Patterns, HTTP Request Methods","Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",15,12,5,4,0.4403
Computer Programming,"Modular Programming, Data Structures, Debugging & Execution","Variable Scope & Lifetime, Linear/Binary Searching, 1D/2D Manipulation, Console Debugging Techniques, Syntax Errors","Wed|13:00-15:00, Fri|18:00-20:00",5,1,Senior IT Student,"Intro to Human Computer Interaction, Computer Programming","Prototyping & UI Tooling, Modular Programming","Figma UI Design, Variable Scope & Lifetime, Function Definitions","Fri|18:00-20:00, Wed|13:00-15:00, Mon|09:00-11:00, Tue|10:00-12:00",1,1,3,4,0.4283
