mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
Computer Programming,"Debugging & Execution, Modular Programming, Data Structures","Syntax Errors, Parameters & Return Values, 1D/2D Manipulation","Thu|15:00-17:00, Sat|09:00-11:00, Fri|18:00-20:00",3,1,Instructor,"GE EL 108: Philippine Indigenous Communities, GE 104: Readings in Philippine History",,,"Fri|18:00-20:00, Wed|13:00-15:00, Sat|09:00-11:00",5,5,4,4,0.1489
NSTP 1: Civic Welfare Training Service,,,"Fri|18:00-20:00, Sat|09:00-11:00",2,1,Senior IT Student,"Computer Programming, NSTP 1: Civic Welfare Training Service",Data Structures,"Linear/Binary Searching, Array Creation","Thu|15:00-17:00, Sat|09:00-11:00, Wed|13:00-15:00, Fri|18:00-20:00",4,2,4,4,0.6115
"GE 104: Readings in Philippine History, Intro to Human Computer Interaction","Prototyping & UI Tooling, Interaction Design & Cognitive Models, High-Fidelity Design & Documentation, User Research & Behavioral Mapping","Figma UI Design, Interaction Design Frameworks, High-Fidelity Prototyping, User Flow Diagrams","Wed|13:00-15:00, Thu|15:00-17:00, Tue|10:00-12:00, Fri|18:00-20:00",3,1,Senior IT Student,"GE 104: Readings in Philippine History, Intro to Human Computer Interaction, Introduction to Computing","Digital Logic & Data Representation, Prototyping & UI Tooling, HCI Principles & Guidelines, High-Fidelity Design & Documentation, Interaction Design & Cognitive Models, User Research & Behavioral Mapping","Boolean Logic Gates, Figma UI Design, HCI Principles & Paradigms, High-Fidelity Prototyping, Interaction Design Frameworks, User Flow Diagrams","Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00",3,0,5,3,0.6857
"Computer Programming, Introduction to Computing","Data Structures, Debugging & Execution, Digital Logic & Data Representation, Modular Programming","Linear/Binary Searching, Syntax Errors, Boolean Logic Gates, Function Definitions, Basic Sorting Algorithms","Tue|10:00-12:00, Wed|13:00-15:00",2,1,Instructor,"IT Fundamentals, Introduction to Computing","Command Line & Web Infra, Operating Systems & Architecture, Web Styling","Domain Name System (DNS), File Systems & Permissions, Flexbox & Grid","Tue|10:00-12:00, Sat|09:00-11:00",14,3,5,4,0.241
"IT Fundamentals, Computer Programming","Client-Side Scripting, Web Markup, Debugging & Execution, Data Structures","JavaScript Syntax, Forms & Inputs, Logic Troubleshooting, Basic Sorting Algorithms, Linear/Binary Searching","Fri|18:00-20:00, Wed|13:00-15:00",3,1,Senior IT Student,"Intro to Human Computer Interaction, Introduction to Computing","Operating Systems & Architecture, HCI Principles & Guidelines, User Research & Behavioral Mapping","File Systems & Permissions, OS Fundamentals, System Prototype Proposal, User Research & Analysis","Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00, Sat|09:00-11:00",3,3,5,4,0.12
"Intro to Human Computer Interaction, Computer Programming, IT Fundamentals","Command Line & Web Infra, HCI Principles & Guidelines, Control Structures, High-Fidelity Design & Documentation","Domain Name System (DNS), System Prototype Proposal, Loop Control, Conditional Logic, Design Systems Documentation","Tue|10:00-12:00, Thu|15:00-17:00, Sat|09:00-11:00",3,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","Interaction Design & Cognitive Models, Web Markup, Web Styling","Human Information Processing, Media & Tables, Box Model","Wed|13:00-15:00, Thu|15:00-17:00",6,6,4,4,0.3358
"Intro to Human Computer Interaction, Computer Programming","High-Fidelity Design & Documentation, Debugging & Execution, Control Structures, Prototyping & UI Tooling","High-Fidelity Prototyping, Console Debugging Techniques, Iteration Patterns, Design System & Components","Thu|15:00-17:00, Mon|09:00-11:00, Tue|10:00-12:00",4,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","Web Markup, High-Fidelity Design & Documentation, Client-Side Scripting, Web Styling","Media & Tables, Design Systems Documentation, DOM Manipulation, JavaScript Syntax, CSS Selectors","Fri|18:00-20:00, Tue|10:00-12:00",4,3,4,4,0.2791
"IT Fundamentals, Intro to Human Computer Interaction","Client-Side Scripting, Web Styling, Prototyping & UI Tooling, User Research & Behavioral Mapping","DOM Manipulation, Responsive Layouts, Figma UI Design, Customer Journey Mapping, Box Model","Sat|09:00-11:00, Fri|18:00-20:00, Wed|13:00-15:00, Mon|09:00-11:00",3,1,Senior IT Student,"Introduction to Computing, Computer Programming, Intro to Human Computer Interaction","Control Structures, User Research & Behavioral Mapping","Iteration Patterns, Conditional Logic, User Research & Analysis","Mon|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00",4,3,5,3,0.243
"Computer Programming, Intro to Human Computer Interaction","Control Structures, Debugging & Execution, Data Structures, User Research & Behavioral Mapping, Modular Programming","Loop Control, Logic Troubleshooting, 1D/2D Manipulation, User Research & Analysis, Variable Scope & Lifetime","Mon|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00, Tue|10:00-12:00",3,1,Instructor,"Computer Programming, IT Fundamentals","Control Structures, Web Styling, Command Line & Web Infra","Loop Control, Flexbox & Grid, HTTP Request Methods, Conditional Logic","Tue|10:00-12:00, Wed|13:00-15:00",9,5,4,4,0.3328
"GE 108: Understanding the Self, GE 104: Readings in Philippine History",,,"Thu|15:00-17:00, Wed|13:00-15:00, Mon|09:00-11:00, Sat|09:00-11:00",2,1,Senior IT Student,"GE 108: Understanding the Self, Intro to Human Computer Interaction, Introduction to Computing","HCI Principles & Guidelines, High-Fidelity Design & Documentation","System Prototype Proposal, Design Systems Documentation","Tue|10:00-12:00, Sat|09:00-11:00, Wed|13:00-15:00",1,1,3,4,0.4132
"PE 2: PATH FIT 2 - Fitness Exercises, PE 1: PATH FIT 1 - Movement Enhancement",,,"Tue|10:00-12:00, Fri|18:00-20:00",4,1,Senior IT Student,"Computer Programming, PE 2: PATH FIT 2 - Fitness Exercises",Data Structures,"1D/2D Manipulation, Basic Sorting Algorithms","Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00",4,2,4,3,0.4464
"Introduction to Computing, Computer Programming","Data Structures, Computer Networks Basics","1D/2D Manipulation, OSI Model Layers, Basic Sorting Algorithms","Thu|15:00-17:00, Sat|09:00-11:00, Mon|09:00-11:00",5,1,Instructor,"IT Fundamentals, Computer Programming, Introduction to Computing","History & Hardware Evolution, Digital Logic & Data Representation, Debugging & Execution","Processor Architecture, Binary/Octal/Hex Conversions, Logic Troubleshooting","Thu|15:00-17:00, Mon|09:00-11:00",14,11,4,4,0.3771
"IT Fundamentals, Intro to Human Computer Interaction","Prototyping & UI Tooling, Web Styling, HCI Principles & Guidelines, High-Fidelity Design & Documentation","Design System & Components, Responsive Layouts, System Prototype Proposal, HCI Principles & Paradigms, High-Fidelity Prototyping","Mon|09:00-11:00, Wed|13:00-15:00, Sat|09:00-11:00, Thu|15:00-17:00",4,1,Senior IT Student,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","User Research & Behavioral Mapping, Prototyping & UI Tooling, HCI Principles & Guidelines, High-Fidelity Design & Documentation, Web Styling","Customer Journey Mapping, Design System & Components, HCI Principles & Paradigms, High-Fidelity Prototyping, Responsive Layouts, System Prototype Proposal","Mon|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",4,2,4,4,0.7848
"Introduction to Computing, Intro to Human Computer Interaction","Digital Logic & Data Representation, Computer Networks Basics, Prototyping & UI Tooling, High-Fidelity Design & Documentation, HCI Principles & Guidelines","Boolean Logic Gates, OSI Model Layers, Figma UI Design, High-Fidelity Prototyping, System Prototype Proposal","Thu|15:00-17:00, Mon|09:00-11:00, Fri|18:00-20:00",4,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Debugging & Execution, Control Structures, Data Structures","Syntax Errors, Conditional Logic, Basic Sorting Algorithms","Wed|13:00-15:00, Mon|09:00-11:00",5,2,4,4,0.3735
"GE EL 108: Philippine Indigenous Communities, GE 108: Understanding the Self",,,"Sat|09:00-11:00, Mon|09:00-11:00",5,1,Instructor,"GE EL 108: Philippine Indigenous Communities, Introduction to Computing","Computer Networks Basics, Digital Logic & Data Representation, Operating Systems & Architecture","Client-Server Architecture, Boolean Logic Gates, Process Management","Fri|18:00-20:00, Mon|09:00-11:00",15,8,3,4,0.4524
"Computer Programming, GE EL 108: Philippine Indigenous Communities, Introduction to Computing","Operating Systems & Architecture, Control Structures, Modular Programming","File Systems & Permissions, Iteration Patterns, Function Definitions","Sat|09:00-11:00, Tue|10:00-12:00",5,1,Instructor,GE 104: Readings in Philippine History,,,"Tue|10:00-12:00, Mon|09:00-11:00",9,3,5,4,0.1443
"GE 108: Understanding the Self, GE 104: Readings in Philippine History",,,"Thu|15:00-17:00, Tue|10:00-12:00",2,1,Senior IT Student,"GE 108: Understanding the Self, Intro to Human Computer Interaction, Introduction to Computing","History & Hardware Evolution, Prototyping & UI Tooling","Computing Generations, Figma UI Design","Thu|15:00-17:00, Mon|09:00-11:00, Tue|10:00-12:00, Sat|09:00-11:00",4,1,3,4,0.4808
"Computer Programming, GE 105: Mathematics in the Modern World, GE EL 108: Philippine Indigenous Communities, IT Fundamentals, Intro to Human Computer Interaction","Web Markup, User Research & Behavioral Mapping, High-Fidelity Design & Documentation, Control Structures","Forms & Inputs, Customer Journey Mapping, High-Fidelity Prototyping, Loop Control, Conditional Logic","Mon|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00, Fri|18:00-20:00",4,1,Instructor,"Computer Programming, GE 105: Mathematics in the Modern World, GE EL 108: Philippine Indigenous Communities, IT Fundamentals, Intro to Human Computer Interaction","Control Structures, User Research & Behavioral Mapping, Web Styling, Web Markup, High-Fidelity Design & Documentation","Conditional Logic, Customer Journey Mapping, Flexbox & Grid, Forms & Inputs, High-Fidelity Prototyping, Loop Control, User Research & Analysis","Mon|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00",13,2,4,4,0.8574
"IT Fundamentals, Introduction to Computing","Computer Networks Basics, Web Markup, Digital Logic & Data Representation, History & Hardware Evolution, Operating Systems & Architecture","Client-Server Architecture, Forms & Inputs, Binary/Octal/Hex Conversions, Computing Generations, Process Management","Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",3,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing, Intro to Human Computer Interaction","History & Hardware Evolution, HCI Principles & Guidelines, Control Structures","Memory & Storage Types, System Prototype Proposal, Loop Control","Mon|09:00-11:00, Tue|10:00-12:00",10,3,4,4,0.3824
GE 104: Readings in Philippine History,,,"Mon|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00, Tue|10:00-12:00",3,1,Senior IT Student,"Computer Programming, GE 104: Readings in Philippine History","Data Structures, Modular Programming","1D/2D Manipulation, Variable Scope & Lifetime","Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",3,3,5,3,0.5493
"Intro to Human Computer Interaction, Introduction to Computing","HCI Principles & Guidelines, Computer Networks Basics, High-Fidelity Design & Documentation, History & Hardware Evolution","HCI Principles & Paradigms, Client-Server Architecture, Design Systems Documentation, Computing Generations","Wed|13:00-15:00, Fri|18:00-20:00",4,1,Instructor,"IT Fundamentals, Computer Programming, Intro to Human Computer Interaction","Interaction Design & Cognitive Models, Web Styling, Modular Programming, Client-Side Scripting, Command Line & Web Infra","Human Information Processing, Box Model, Parameters & Return Values, DOM Manipulation, HTTP Request Methods","Fri|18:00-20:00, Wed|13:00-15:00",6,2,4,4,0.2872
"IT Fundamentals, Computer Programming","Data Structures, Web Markup, Control Structures, Web Styling","Linear/Binary Searching, Media & Tables, Loop Control, Forms & Inputs, CSS Selectors","Fri|18:00-20:00, Tue|10:00-12:00, Sat|09:00-11:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","Data Structures, Command Line & Web Infra, Web Styling, Web Markup, Control Structures","Array Creation, CLI Navigation, CSS Selectors, Domain Name System (DNS), Forms & Inputs, Linear/Binary Searching, Loop Control, Media & Tables","Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00",3,3,5,4,0.7511
"Computer Programming, Intro to Human Computer Interaction, IT Fundamentals","Interaction Design & Cognitive Models, HCI Principles & Guidelines, Command Line & Web Infra","Interaction Design Frameworks, System Prototype Proposal, HTTP Request Methods","Sat|09:00-11:00, Tue|10:00-12:00, Mon|09:00-11:00, Thu|15:00-17:00",2,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing","History & Hardware Evolution, Debugging & Execution","Processor Architecture, Syntax Errors","Wed|13:00-15:00, Sat|09:00-11:00, Thu|15:00-17:00",14,8,4,4,0.3101
Introduction to Computing,"History & Hardware Evolution, Digital Logic & Data Representation, Operating Systems & Architecture","Memory & Storage Types, Boolean Logic Gates, Binary/Octal/Hex Conversions, OS Fundamentals","Wed|13:00-15:00, Mon|09:00-11:00, Tue|10:00-12:00, Thu|15:00-17:00",2,1,Instructor,"Computer Programming, GE 104: Readings in Philippine History, IT Fundamentals, Intro to Human Computer Interaction","Debugging & Execution, User Research & Behavioral Mapping, Modular Programming, HCI Principles & Guidelines","Logic Troubleshooting, Customer Journey Mapping, Function Definitions, System Prototype Proposal","Sat|09:00-11:00, Tue|10:00-12:00",5,3,4,4,0.1124
"Intro to Human Computer Interaction, IT Fundamentals","Client-Side Scripting, User Research & Behavioral Mapping, HCI Principles & Guidelines","JavaScript Syntax, User Research & Analysis, System Prototype Proposal","Mon|09:00-11:00, Thu|15:00-17:00, Sat|09:00-11:00",3,1,Senior IT Student,"Introduction to Computing, Intro to Human Computer Interaction, IT Fundamentals","Command Line & Web Infra, History & Hardware Evolution, Operating Systems & Architecture","HTTP Request Methods, Memory & Storage Types, OS Fundamentals","Fri|18:00-20:00, Wed|13:00-15:00, Thu|15:00-17:00, Tue|10:00-12:00",1,1,5,3,0.3353
"IT Fundamentals, Intro to Human Computer Interaction","Client-Side Scripting, Command Line & Web Infra, Prototyping & UI Tooling","JavaScript Syntax, Domain Name System (DNS), Wireframe Sketching, HTTP Request Methods","Fri|18:00-20:00, Mon|09:00-11:00, Wed|13:00-15:00",3,1,Senior IT Student,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Web Styling, Command Line & Web Infra, Modular Programming, Client-Side Scripting, User Research & Behavioral Mapping, Prototyping & UI Tooling","Box Model, Domain Name System (DNS), Function Definitions, HTTP Request Methods, JavaScript Syntax, User Flow Diagrams, Wireframe Sketching","Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",2,0,5,4,0.6087
"Introduction to Computing, IT Fundamentals","Command Line & Web Infra, Computer Networks Basics, Client-Side Scripting","Domain Name System (DNS), OSI Model Layers, Event Listeners","Tue|10:00-12:00, Fri|18:00-20:00, Thu|15:00-17:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Data Structures, Digital Logic & Data Representation, Command Line & Web Infra, Client-Side Scripting, Computer Networks Basics, Operating Systems & Architecture","Basic Sorting Algorithms, Data Encoding (ASCII/Unicode), Domain Name System (DNS), Event Listeners, OSI Model Layers, Process Management","Fri|18:00-20:00, Tue|10:00-12:00, Wed|13:00-15:00",11,11,4,4,0.5781
Computer Programming,"Data Structures, Debugging & Execution, Modular Programming","1D/2D Manipulation, Syntax Errors, Parameters & Return Values","Tue|10:00-12:00, Thu|15:00-17:00, Mon|09:00-11:00",4,1,Senior IT Student,Computer Programming,"Debugging & Execution, Control Structures, Data Structures","Logic Troubleshooting, Conditional Logic, Console Debugging Techniques, Basic Sorting Algorithms","Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00, Fri|18:00-20:00",3,3,4,3,0.6431
